SHITOMASI_sift 
Tempo_Total:     3.55325615385 s 
Linha    Resultado (Micro-Segundos) 
9       17974.9230769
10      119263.346154
11      228.238461538
12      4064.38461538
14      299.030769231
15      267.630769231
16      241380.107692
17      74337.7230769
19      906508.261538
20      244.992307692
21      3837.05384615
22      2148578.91538
24      36272.0076923
