SHITOMASI_brief 
Linha     Resultado (Mb) 
9       0.886269230769
10      1.40757692308
11      0.0
12      0.101776923077
14      0.101653846154
15      0.0769923076923
16      0.496846153846
17      0.385615384615
19      0.0366923076923
20      0.0
21      0.0
22      0.004
24      0.312876923077
